Stadt / Gemeinde,Verwaltungseinheit,Gemeindeschlüssel,Bundesland
Esselborn,Gemeinde,7331022,Rheinland-Pfalz
Essen,Stadt,5113000,Nordrhein-Westfalen
Essen (Oldenburg),Gemeinde,3453006,Niedersachsen
Essenbach,Gemeinde,9274128,Bayern
Essenheim,Gemeinde,7339017,Rheinland-Pfalz
Essing,Gemeinde,9273121,Bayern
Essingen,Gemeinde,7337023,Rheinland-Pfalz
Essingen,Gemeinde,8136021,Baden-Württemberg
Eßleben-Teutleben,Gemeinde,16068011,Thüringen 
Eßlingen,Gemeinde,7232034,Rheinland-Pfalz
Esslingen am Neckar,Stadt,8116019,Baden-Württemberg
Eßweiler,Gemeinde,7336023,Rheinland-Pfalz
Estenfeld,Gemeinde,9679130,Bayern
Esterholz,Gemeindefreies Gebiet,9779453,Bayern
Esterwegen,Gemeinde,3454011,Niedersachsen
Esthal,Gemeinde,7332016,Rheinland-Pfalz
Estorf,Gemeinde,3256006,Niedersachsen
Estorf,Gemeinde,3359016,Niedersachsen
Etgert,Gemeinde,7231032,Rheinland-Pfalz
Etschberg,Gemeinde,7336024,Rheinland-Pfalz
Ettal,Gemeinde,9180115,Bayern
Ettaler Forst,Gemeindefreies Gebiet,9180451,Bayern
Etteldorf,Gemeinde,7232035,Rheinland-Pfalz
Ettenhausen a.d. Suhl,Gemeinde,16063024,Thüringen 
Ettenheim,Stadt,8317026,Baden-Württemberg
Ettenstatt,Gemeinde,9577127,Bayern
Ettersburg,Gemeinde,16071017,Thüringen 
Ettinghausen,Gemeinde,7143220,Rheinland-Pfalz
Ettlingen,Stadt,8215017,Baden-Württemberg
Ettringen,Gemeinde,7137025,Rheinland-Pfalz
Ettringen,Gemeinde,9778137,Bayern
Etzbach,Gemeinde,7132028,Rheinland-Pfalz
Etzelsrode,Gemeinde,16062006,Thüringen 
Etzelwang,Gemeinde,9371140,Bayern
Etzenricht,Gemeinde,9374119,Bayern
Etzleben,Gemeinde,16065016,Thüringen 
Euerbach,Gemeinde,9678128,Bayern
Euerdorf,Gemeinde,9672122,Bayern
Eulenberg,Gemeinde,7132029,Rheinland-Pfalz
Eulenbis,Gemeinde,7335006,Rheinland-Pfalz
Eulgem,Gemeinde,7135028,Rheinland-Pfalz
Eurasburg,Gemeinde,9173123,Bayern
Eurasburg,Gemeinde,9771129,Bayern
Euscheid,Gemeinde,7232221,Rheinland-Pfalz
Euskirchen,Stadt,5366016,Nordrhein-Westfalen
Eußenheim,Gemeinde,9677127,Bayern
Eußerthal,Gemeinde,7337024,Rheinland-Pfalz
Eutin,Stadt,1055012,Schleswig-Holstein
Eutingen im Gäu,Gemeinde,8237027,Baden-Württemberg
Everode,Gemeinde,3254015,Niedersachsen
Eversmeer,Gemeinde,3462004,Niedersachsen
Everswinkel,Gemeinde,5570024,Nordrhein-Westfalen
Evessen,Gemeinde,3158013,Niedersachsen
Ewighausen,Gemeinde,7143221,Rheinland-Pfalz
Extertal,Gemeinde,5766028,Nordrhein-Westfalen
Eydelstedt,Gemeinde,3251017,Niedersachsen
Eyendorf,Gemeinde,3353010,Niedersachsen
Eystrup,Gemeinde,3256007,Niedersachsen
Fachbach,Gemeinde,7141041,Rheinland-Pfalz
Fahrdorf,Gemeinde,1059026,Schleswig-Holstein
Fahren,Gemeinde,1057018,Schleswig-Holstein
Fahrenbach,Gemeinde,8225024,Baden-Württemberg
Fahrenkrug,Gemeinde,1060020,Schleswig-Holstein
Fahrenwalde,Gemeinde,13075032,Mecklenburg-Vorpommern
Fahrenzhausen,Gemeinde,9178123,Bayern
Faid,Gemeinde,7135029,Rheinland-Pfalz
Falkenberg,Gemeinde,9277119,Bayern
Falkenberg,Gemeinde,9377117,Bayern
Falkenberg,Gemeinde,12064125,Brandenburg
Falkenberg/Elster,Stadt,12062128,Brandenburg
Falkenfels,Gemeinde,9278120,Bayern
Falkenhagen (Mark),Gemeinde,12064128,Brandenburg
Falkensee,Stadt,12063080,Brandenburg
Falkenstein,Gemeinde,7333020,Rheinland-Pfalz
Falkenstein,Gemeinde,9372125,Bayern
Falkenstein/Harz,Stadt,15085110,Sachsen-Anhalt
Falkenstein/Vogtl.,Stadt,14523120,Sachsen
Fambach,Gemeinde,16066022,Thüringen 
Farchant,Gemeinde,9180116,Bayern
Fargau-Pratjau,Gemeinde,1057090,Schleswig-Holstein
Farnstädt,Gemeinde,15088100,Sachsen-Anhalt
Farschweiler,Gemeinde,7235021,Rheinland-Pfalz
Farven,Gemeinde,3357014,Niedersachsen
Faßberg,Gemeinde,3351010,Niedersachsen
Faulbach,Gemeinde,9676124,Bayern
Faulenrost,Gemeinde,13071032,Mecklenburg-Vorpommern
Fedderingen,Gemeinde,1051030,Schleswig-Holstein
Fehl-Ritzhausen,Gemeinde,7143222,Rheinland-Pfalz
Fehmarn,Stadt,1055046,Schleswig-Holstein
Fehrbellin,Gemeinde,12068117,Brandenburg
Feichten a.d. Alz,Gemeinde,9171116,Bayern
Feilbingert,Gemeinde,7133030,Rheinland-Pfalz
Feilitzsch,Gemeinde,9475123,Bayern
Feilsdorf,Gemeinde,7232036,Rheinland-Pfalz
Feldafing,Gemeinde,9188118,Bayern
Feldatal,Gemeinde,6535003,Hessen
Feldberg (Schwarzwald),Gemeinde,8315037,Baden-Württemberg
Feldberger Seenlandschaft,Gemeinde,13071033,Mecklenburg-Vorpommern
Felde,Gemeinde,1058050,Schleswig-Holstein
Feldhorst,Gemeinde,1062093,Schleswig-Holstein
Feldkirchen,Gemeinde,9184118,Bayern
Feldkirchen,Gemeinde,9278121,Bayern
Feldkirchen-Westerham,Gemeinde,9187130,Bayern
Felixsee,Gemeinde,12071074,Brandenburg
Fell,Gemeinde,7235022,Rheinland-Pfalz
Fellbach,Stadt,8119020,Baden-Württemberg
Fellen,Gemeinde,9677128,Bayern
Fellheim,Gemeinde,9778139,Bayern
Felm,Gemeinde,1058051,Schleswig-Holstein
Felsberg,Stadt,6634003,Hessen
Fensdorf,Gemeinde,7132030,Rheinland-Pfalz
Fensterbach,Gemeinde,9376125,Bayern
Ferdinandshof,Gemeinde,13075033,Mecklenburg-Vorpommern
Ferna,Gemeinde,16061031,Thüringen 
Fernwald,Gemeinde,6531004,Hessen
Ferschweiler,Gemeinde,7232037,Rheinland-Pfalz
Feucht,Gemeinde,9574123,Bayern
Feuchter Forst,Gemeindefreies Gebiet,9574454,Bayern
Feuchtwangen,Stadt,9571145,Bayern
Feuerscheid,Gemeinde,7232222,Rheinland-Pfalz
Feusdorf,Gemeinde,7233023,Rheinland-Pfalz
Fichtelberg,Gemeinde,9472138,Bayern
Fichtelberg,Gemeindefreies Gebiet,9472453,Bayern
Fichtenau,Gemeinde,8127102,Baden-Württemberg
Fichtenberg,Gemeinde,8127023,Baden-Württemberg
Fichtenhöhe,Gemeinde,12064130,Brandenburg
Fichtwald,Gemeinde,12062134,Brandenburg
Fiefbergen,Gemeinde,1057020,Schleswig-Holstein
Fiersbach,Gemeinde,7132031,Rheinland-Pfalz
Filderstadt,Stadt,8116077,Baden-Württemberg
Filsen,Gemeinde,7141042,Rheinland-Pfalz
Filsum,Gemeinde,3457008,Niedersachsen
Filz,Gemeinde,7135030,Rheinland-Pfalz
Fincken,Gemeinde,13071034,Mecklenburg-Vorpommern
Finkenbach-Gersweiler,Gemeinde,7333021,Rheinland-Pfalz
Finkenthal,Gemeinde,13072031,Mecklenburg-Vorpommern
Finne,Gemeinde,15084132,Sachsen-Anhalt
Finneland,Gemeinde,15084133,Sachsen-Anhalt
Finnentrop,Gemeinde,5966012,Nordrhein-Westfalen
Finning,Gemeinde,9181120,Bayern
Finningen,Gemeinde,9773150,Bayern
Finsing,Gemeinde,9177118,Bayern
Finsterwalde,Stadt,12062140,Brandenburg
Fintel,Gemeinde,3357015,Niedersachsen
Firrel,Gemeinde,3457009,Niedersachsen
Fisch,Gemeinde,7235025,Rheinland-Pfalz
Fischach,Gemeinde,9772141,Bayern
Fischbach,Gemeinde,7134025,Rheinland-Pfalz
Fischbach,Gemeinde,7335007,Rheinland-Pfalz
Fischbach,Gemeindefreies Gebiet,9574455,Bayern
Fischbach bei Dahn,Gemeinde,7340011,Rheinland-Pfalz
Fischbachau,Gemeinde,9182114,Bayern
Fischbach-Oberraden,Gemeinde,7232038,Rheinland-Pfalz
Fischbachtal,Gemeinde,6432007,Hessen
Fischen i. Allgäu,Gemeinde,9780121,Bayern
Fischerbach,Gemeinde,8317029,Baden-Württemberg
Fischingen,Gemeinde,8336024,Baden-Württemberg
Fitzbek,Gemeinde,1061028,Schleswig-Holstein
Fitzen,Gemeinde,1053029,Schleswig-Holstein
Flachslanden,Gemeinde,9571146,Bayern
Flacht,Gemeinde,7141043,Rheinland-Pfalz
Fladungen,Stadt,9673123,Bayern
Flammersfeld,Gemeinde,7132032,Rheinland-Pfalz
Flarchheim,Gemeinde,16064017,Thüringen 
Flechtingen,Gemeinde,15083230,Sachsen-Anhalt
Fleckeby,Gemeinde,1058052,Schleswig-Holstein
Flein,Gemeinde,8125030,Baden-Württemberg
Fleischwangen,Gemeinde,8436032,Baden-Württemberg
Flemlingen,Gemeinde,7337025,Rheinland-Pfalz
Flensburg,Stadt,1001000,Schleswig-Holstein
Fleringen,Gemeinde,7232223,Rheinland-Pfalz
Flieden,Gemeinde,6631008,Hessen
Fließem,Gemeinde,7232039,Rheinland-Pfalz
Flieth-Stegelitz,Gemeinde,12073157,Brandenburg
Flintbek,Gemeinde,1058053,Schleswig-Holstein
Flintsbach a. Inn,Gemeinde,9187131,Bayern
Flöha,Stadt,14522140,Sachsen
Floh-Seligenthal,Gemeinde,16066023,Thüringen 
Flomborn,Gemeinde,7331024,Rheinland-Pfalz
Flonheim,Gemeinde,7331025,Rheinland-Pfalz
Flörsbachtal,Gemeinde,6435008,Hessen
Flörsheim am Main,Stadt,6436004,Hessen
Flörsheim-Dalsheim,Gemeinde,7331023,Rheinland-Pfalz
Florstadt,Stadt,6440007,Hessen
Floß,Gemeinde,9374121,Bayern
Flossenbürg,Gemeinde,9374122,Bayern
Flöthe,Gemeinde,3158014,Niedersachsen
Fluorn-Winzeln,Gemeinde,8325070,Baden-Württemberg
Flußbach,Gemeinde,7231033,Rheinland-Pfalz
Fluterschen,Gemeinde,7132033,Rheinland-Pfalz
Fockbek,Gemeinde,1058054,Schleswig-Holstein
Föckelberg,Gemeinde,7336025,Rheinland-Pfalz
Fockendorf,Gemeinde,16077005,Thüringen 
Föhrden-Barl,Gemeinde,1060021,Schleswig-Holstein
Föhren,Gemeinde,7235026,Rheinland-Pfalz
Fohren-Linden,Gemeinde,7134026,Rheinland-Pfalz
Forbach,Gemeinde,8216013,Baden-Württemberg
Forchheim,Gemeinde,8316013,Baden-Württemberg
Forchheim,Stadt,9474126,Bayern
Forchtenberg,Stadt,8126028,Baden-Württemberg
Forheim,Gemeinde,9779146,Bayern
Föritz,Gemeinde,16072005,Thüringen 
Forst,Gemeinde,7132034,Rheinland-Pfalz
Forst,Gemeinde,8215021,Baden-Württemberg
Forst (Eifel),Gemeinde,7135031,Rheinland-Pfalz
Forst (Hunsrück),Gemeinde,7135032,Rheinland-Pfalz
Forst (Lausitz),Stadt,12071076,Brandenburg
Forst an der Weinstraße,Gemeinde,7332017,Rheinland-Pfalz
Forst Aura,Gemeindefreies Gebiet,9677453,Bayern
Forst Detter-Süd,Gemeindefreies Gebiet,9672454,Bayern
Forst Hain i. Spessart,Gemeindefreies Gebiet,9671451,Bayern
Forst Kleinschwarzenlohe,Gemeindefreies Gebiet,9576453,Bayern
Forst Lohrerstraße,Gemeindefreies Gebiet,9677454,Bayern
Forst Neustädtlein a. Forst,Gemeindefreies Gebiet,9472454,Bayern
Forst Schmalwasser-Nord,Gemeindefreies Gebiet,9673453,Bayern
Forst Schmalwasser-Süd,Gemeindefreies Gebiet,9673454,Bayern
Forst Schwarzenbach a. Wald,Gemeindefreies Gebiet,9475451,Bayern
Forst Tennenlohe,Gemeindefreies Gebiet,9572455,Bayern
Forstenrieder Park,Gemeindefreies Gebiet,9184452,Bayern
Forstern,Gemeinde,9177119,Bayern
Forsthof,Gemeindefreies Gebiet,9574456,Bayern
Forstinning,Gemeinde,9175118,Bayern
Forstmehren,Gemeinde,7132035,Rheinland-Pfalz
Forstmühler Forst,Gemeindefreies Gebiet,9375451,Bayern
Forstwald,Gemeindefreies Gebiet,9676452,Bayern
Framersheim,Gemeinde,7331026,Rheinland-Pfalz
Frammersbach,Gemeinde,9677129,Bayern
Frammersbacher Forst,Gemeindefreies Gebiet,9677455,Bayern
Frankelbach,Gemeinde,7335009,Rheinland-Pfalz
Frankenau,Stadt,6635010,Hessen
Frankenberg (Eder),Stadt,6635011,Hessen
Frankenberg/Sa.,Stadt,14522150,Sachsen
Frankenblick,Gemeinde,16072023,Thüringen 
Frankendorf,Gemeinde,16071019,Thüringen 
Frankeneck,Gemeinde,7332018,Rheinland-Pfalz
Frankenfeld,Gemeinde,3358009,Niedersachsen
Frankenhain,Gemeinde,16070014,Thüringen 
Frankenhardt,Gemeinde,8127103,Baden-Württemberg
Frankenheim/Rhön,Gemeinde,16066024,Thüringen 
Frankenroda,Gemeinde,16063028,Thüringen 
Frankenstein,Gemeinde,7335010,Rheinland-Pfalz
Frankenthal,Gemeinde,14625140,Sachsen
Frankenthal (Pfalz),Stadt,7311000,Rheinland-Pfalz
Frankenwinheim,Gemeinde,9678130,Bayern
Frankfurt (Oder),Stadt,12053000,Brandenburg
Frankfurt am Main,Stadt,6412000,Hessen
Fränkisch-Crumbach,Gemeinde,6437007,Hessen
Frankweiler,Gemeinde,7337026,Rheinland-Pfalz
Franzburg,Stadt,13073024,Mecklenburg-Vorpommern
Franzenheim,Gemeinde,7235027,Rheinland-Pfalz
Frasdorf,Gemeinde,9187132,Bayern
Frauenau,Gemeinde,9276121,Bayern
Frauenberg,Gemeinde,7134027,Rheinland-Pfalz
Frauenberger und Duschlberger Wald,Gemeindefreies Gebiet,9272452,Bayern
Frauendorf,Gemeinde,12066064,Brandenburg
Frauenforst,Gemeindefreies Gebiet,9273452,Bayern
Frauenneuharting,Gemeinde,9175119,Bayern
Frauenprießnitz,Gemeinde,16074019,Thüringen 
Frauensee,Gemeinde,16063029,Thüringen 
Frauenstein,Stadt,14522170,Sachsen
Frauenwald,Gemeinde,16070015,Thüringen 
Fraunberg,Gemeinde,9177120,Bayern
Fraureuth,Gemeinde,14524060,Sachsen
Frechen,Stadt,5362024,Nordrhein-Westfalen
Freckenfeld,Gemeinde,7334005,Rheinland-Pfalz
Fredeburg,Gemeinde,1053030,Schleswig-Holstein
Freden (Leine),Gemeinde,3254016,Niedersachsen
Fredenbeck,Gemeinde,3359017,Niedersachsen
Fredersdorf-Vogelsdorf,Gemeinde,12064136,Brandenburg
Fredesdorf,Gemeinde,1060022,Schleswig-Holstein
Freiamt,Gemeinde,8316054,Baden-Württemberg
Freiberg,Stadt,14522180,Sachsen
Freiberg am Neckar,Stadt,8118078,Baden-Württemberg
Freiburg (Elbe),Gemeinde,3359018,Niedersachsen
Freiburg im Breisgau,Stadt,8311000,Baden-Württemberg
Freienbessingen,Gemeinde,16065018,Thüringen 
Freienhagen,Gemeinde,16061032,Thüringen 
Freienorla,Gemeinde,16074021,Thüringen 
Freiensteinau,Gemeinde,6535004,Hessen
Freienwill,Gemeinde,1059182,Schleswig-Holstein
Freigericht,Gemeinde,6435009,Hessen
Freihung,Gemeinde,9371121,Bayern
Freilassing,Stadt,9172118,Bayern
Frei-Laubersheim,Gemeinde,7133031,Rheinland-Pfalz
Freilingen,Gemeinde,7143018,Rheinland-Pfalz
Freimersheim,Gemeinde,7331027,Rheinland-Pfalz
Freimersheim (Pfalz),Gemeinde,7337027,Rheinland-Pfalz
Freinsheim,Stadt,7332019,Rheinland-Pfalz
Freirachdorf,Gemeinde,7143019,Rheinland-Pfalz
Freisbach,Gemeinde,7334006,Rheinland-Pfalz
Freisen,Gemeinde,10046111,Saarland
Freising,Stadt,9178124,Bayern
Freistatt,Gemeinde,3251018,Niedersachsen
Freital,Stadt,14628110,Sachsen
Frellstedt,Gemeinde,3154005,Niedersachsen
Fremdingen,Gemeinde,9779147,Bayern
Frensdorf,Gemeinde,9471131,Bayern
Freren,Stadt,3454012,Niedersachsen
Fresenburg,Gemeinde,3454013,Niedersachsen
Fresendelf,Gemeinde,1054032,Schleswig-Holstein
Frestedt,Gemeinde,1051032,Schleswig-Holstein
Frettenheim,Gemeinde,7331028,Rheinland-Pfalz
Fretterode,Gemeinde,16061033,Thüringen 
Freudenberg,Stadt,5970016,Nordrhein-Westfalen
Freudenberg,Stadt,8128039,Baden-Württemberg
Freudenberg,Gemeinde,9371122,Bayern
Freudenburg,Gemeinde,7235028,Rheinland-Pfalz
Freudenstadt,Stadt,8237028,Baden-Württemberg
Freudental,Gemeinde,8118016,Baden-Württemberg
Freyburg (Unstrut),Stadt,15084135,Sachsen-Anhalt
Freystadt,Stadt,9373126,Bayern
Freyung,Stadt,9272118,Bayern
Frickenhausen,Gemeinde,8116020,Baden-Württemberg
Frickenhausen a. Main,Gemeinde,9679131,Bayern
Frickingen,Gemeinde,8435015,Baden-Württemberg
Fridingen an der Donau,Stadt,8327016,Baden-Württemberg
Fridolfing,Gemeinde,9189118,Bayern
Friedberg,Stadt,9771130,Bayern
Friedberg (Hessen),Stadt,6440008,Hessen
Friedeburg,Gemeinde,3462005,Niedersachsen
Friedelshausen,Gemeinde,16066025,Thüringen 
Friedelsheim,Gemeinde,7332020,Rheinland-Pfalz
Friedenfels,Gemeinde,9377118,Bayern
Friedenweiler,Gemeinde,8315039,Baden-Württemberg
Friedersdorf,Gemeinde,16070016,Thüringen 
Friedewald,Gemeinde,6632006,Hessen
Friedewald,Gemeinde,7132036,Rheinland-Pfalz
Friedland,Gemeinde,3152009,Niedersachsen
Friedland,Stadt,12067137,Brandenburg
Friedland,Stadt,13071035,Mecklenburg-Vorpommern
Friedrichroda,Stadt,16067019,Thüringen 
Friedrichsdorf,Stadt,6434002,Hessen
Friedrichsgabekoog,Gemeinde,1051033,Schleswig-Holstein
Friedrichsgraben,Gemeinde,1058055,Schleswig-Holstein
Friedrichshafen,Stadt,8435016,Baden-Württemberg
Friedrichsholm,Gemeinde,1058056,Schleswig-Holstein
Friedrichskoog,Gemeinde,1051034,Schleswig-Holstein
Friedrichsruhe,Gemeinde,13076038,Mecklenburg-Vorpommern
Friedrichstadt,Stadt,1054033,Schleswig-Holstein
Friedrichsthal,Stadt,10041511,Saarland
Friedrichsthal,Gemeinde,16062007,Thüringen 
Friedrichswalde,Gemeinde,12060068,Brandenburg
Friedrichswerth,Gemeinde,16067021,Thüringen 
Friedrich-Wilhelm-Lübke-Koog,Gemeinde,1054034,Schleswig-Holstein
Frielendorf,Gemeinde,6634004,Hessen
Friemar,Gemeinde,16067022,Thüringen 
Friesack,Stadt,12063088,Brandenburg
Friesenhagen,Gemeinde,7132037,Rheinland-Pfalz
Friesenheim,Gemeinde,7339018,Rheinland-Pfalz
Friesenheim,Gemeinde,8317031,Baden-Württemberg
Friesenried,Gemeinde,9777128,Bayern
Friesoythe,Stadt,3453007,Niedersachsen
Friolzheim,Gemeinde,8236019,Baden-Württemberg
Frittlingen,Gemeinde,8327017,Baden-Württemberg
Fritzlar,Stadt,6634005,Hessen
Frohburg,Stadt,14729140,Sachsen
Fröhnd,Gemeinde,8336025,Baden-Württemberg
Frohnhofen,Gemeinde,7336027,Rheinland-Pfalz
Frohnsdorf,Gemeinde,16077006,Thüringen 
Frömmstedt,Gemeinde,16068012,Thüringen 
Fröndenberg/Ruhr,Stadt,5978012,Nordrhein-Westfalen
Fronhausen,Gemeinde,6534009,Hessen
Fronhofen,Gemeinde,7140039,Rheinland-Pfalz
Fronreute,Gemeinde,8436096,Baden-Württemberg
Frontenhausen,Gemeinde,9279115,Bayern
Frücht,Gemeinde,7141044,Rheinland-Pfalz
Fuchshofen,Gemeinde,7131022,Rheinland-Pfalz
Fuchsmühl,Gemeinde,9377119,Bayern
Fuchsstadt,Gemeinde,9672124,Bayern
Fuchstal,Gemeinde,9181121,Bayern
Fuhlendorf,Gemeinde,1060023,Schleswig-Holstein
Fuhlendorf,Gemeinde,13073025,Mecklenburg-Vorpommern
Fuhlenhagen,Gemeinde,1053031,Schleswig-Holstein
Fulda,Stadt,6631009,Hessen
Fuldabrück,Gemeinde,6633008,Hessen
Fuldatal,Gemeinde,6633009,Hessen
Fünfseen,Gemeinde,13071036,Mecklenburg-Vorpommern
Fünfstetten,Gemeinde,9779148,Bayern
Fürfeld,Gemeinde,7133032,Rheinland-Pfalz
Fürstenau,Stadt,3459017,Niedersachsen
Fürstenberg,Gemeinde,3255014,Niedersachsen
Fürstenberg/Havel,Stadt,12065084,Brandenburg
Fürsteneck,Gemeinde,9272119,Bayern
Fürstenfeldbruck,Stadt,9179121,Bayern
Fürstenstein,Gemeinde,9275121,Bayern
Fürstenwalde/Spree,Stadt,12067144,Brandenburg
Fürstenzell,Gemeinde,9275122,Bayern
Fürstl. Löwenstein'scher Park,Gemeindefreies Gebiet,9677456,Bayern
Furth,Gemeinde,9274132,Bayern
Fürth,Gemeinde,6431007,Hessen
Fürth,Stadt,9563000,Bayern
Furth im Wald,Stadt,9372126,Bayern
Fürthen,Gemeinde,7132038,Rheinland-Pfalz
Furtwangen im Schwarzwald,Stadt,8326017,Baden-Württemberg
Füssen,Stadt,9777129,Bayern
Fußgönheim,Gemeinde,7338008,Rheinland-Pfalz
Gablenz,Gemeinde,14626100,Sachsen
Gablingen,Gemeinde,9772145,Bayern
Gabsheim,Gemeinde,7331029,Rheinland-Pfalz
Gachenbach,Gemeinde,9185131,Bayern
Gackenbach,Gemeinde,7143020,Rheinland-Pfalz
Gadebusch,Stadt,13074021,Mecklenburg-Vorpommern
Gädheim,Gemeinde,9674139,Bayern
Gägelow,Gemeinde,13074022,Mecklenburg-Vorpommern
Gager,Gemeinde,13073026,Mecklenburg-Vorpommern
Gaggenau,Stadt,8216015,Baden-Württemberg
Gaiberg,Gemeinde,8226022,Baden-Württemberg
Gaienhofen,Gemeinde,8335025,Baden-Württemberg
Gaildorf,Stadt,8127025,Baden-Württemberg
Gailingen am Hochrhein,Gemeinde,8335026,Baden-Württemberg
Gaimersheim,Gemeinde,9176126,Bayern
Gaißach,Gemeinde,9173124,Bayern
Galenbeck,Gemeinde,13071037,Mecklenburg-Vorpommern
Galenberg,Gemeinde,7131204,Rheinland-Pfalz
Gallin,Gemeinde,13076039,Mecklenburg-Vorpommern
Gallin-Kuppentin,Gemeinde,13076040,Mecklenburg-Vorpommern
Gallmersgarten,Gemeinde,9575124,Bayern
Galmsbüll,Gemeinde,1054165,Schleswig-Holstein
Gamlen,Gemeinde,7135033,Rheinland-Pfalz
Gammelby,Gemeinde,1058057,Schleswig-Holstein
Gammelin,Gemeinde,13076041,Mecklenburg-Vorpommern
Gammelsdorf,Gemeinde,9178125,Bayern
Gammelshausen,Gemeinde,8117023,Baden-Württemberg
Gammertingen,Stadt,8437031,Baden-Württemberg
Ganderkesee,Gemeinde,3458005,Niedersachsen
Gandesbergen,Gemeinde,3256008,Niedersachsen
Gangelt,Gemeinde,5370008,Nordrhein-Westfalen
Gangkofen,Gemeinde,9277121,Bayern
Gangloffsömmern,Gemeinde,16068013,Thüringen 
Ganzlin,Gemeinde,13076166,Mecklenburg-Vorpommern
Gappenach,Gemeinde,7137027,Rheinland-Pfalz
Garbsen,Stadt,3241005,Niedersachsen
Garching a.d. Alz,Gemeinde,9171117,Bayern
Garching b. München,Stadt,9184119,Bayern
Gardelegen,Stadt,15081135,Sachsen-Anhalt
Garding,Gemeinde,1054035,Schleswig-Holstein
Garding,Stadt,1054036,Schleswig-Holstein
Garlstorf,Gemeinde,3353011,Niedersachsen
Garmisch-Partenkirchen,Gemeinde,9180117,Bayern
Garrel,Gemeinde,3453008,Niedersachsen
Gars a. Inn,Gemeinde,9183118,Bayern
Garstedt,Gemeinde,3353012,Niedersachsen
Gartow,Gemeinde,3354005,Niedersachsen
Gartow,Gemeindefreies Gebiet,3354501,Niedersachsen
Gärtringen,Gemeinde,8115015,Baden-Württemberg
Gartz (Oder),Stadt,12073189,Brandenburg
Garz,Gemeinde,13075034,Mecklenburg-Vorpommern
Garz/Rügen,Stadt,13073027,Mecklenburg-Vorpommern
Garzau-Garzin,Gemeinde,12064153,Brandenburg
Gattendorf,Gemeinde,9475127,Bayern
Gau-Algesheim,Stadt,7339019,Rheinland-Pfalz
Gau-Bickelheim,Gemeinde,7331030,Rheinland-Pfalz
Gau-Bischofsheim,Gemeinde,7339020,Rheinland-Pfalz
Gauern,Gemeinde,16076019,Thüringen 
Gauersheim,Gemeinde,7333022,Rheinland-Pfalz
Gäufelden,Gemeinde,8115016,Baden-Württemberg
Gaugrehweiler,Gemeinde,7333023,Rheinland-Pfalz
Gau-Heppenheim,Gemeinde,7331031,Rheinland-Pfalz
Gaukönigshofen,Gemeinde,9679134,Bayern
Gau-Odernheim,Gemeinde,7331032,Rheinland-Pfalz
Gaushorn,Gemeinde,1051035,Schleswig-Holstein
Gauting,Gemeinde,9188120,Bayern
Gau-Weinheim,Gemeinde,7331033,Rheinland-Pfalz
Gebenbach,Gemeinde,9371123,Bayern
Gebesee,Stadt,16068014,Thüringen 
Gebhardshain,Gemeinde,7132039,Rheinland-Pfalz
Gebroth,Gemeinde,7133033,Rheinland-Pfalz
Gebsattel,Gemeinde,9571152,Bayern
Gechingen,Gemeinde,8235029,Baden-Württemberg
Gedern,Stadt,6440009,Hessen
Geeste,Gemeinde,3454014,Niedersachsen
Geesthacht,Stadt,1053032,Schleswig-Holstein
Geestland,Stadt,3352062,Niedersachsen
Gefell,Gemeinde,7233025,Rheinland-Pfalz
Gefell,Stadt,16075131,Thüringen 
Gefrees,Stadt,9472139,Bayern
Gehlberg,Gemeinde,16070017,Thüringen 
Gehlert,Gemeinde,7143223,Rheinland-Pfalz
Gehlsbach,Gemeinde,13076165,Mecklenburg-Vorpommern
Gehlweiler,Gemeinde,7140040,Rheinland-Pfalz
Gehofen,Gemeinde,16065019,Thüringen 
Gehrde,Gemeinde,3459018,Niedersachsen
Gehrden,Stadt,3241006,Niedersachsen
Gehren,Stadt,16070018,Thüringen 
Gehrweiler,Gemeinde,7333024,Rheinland-Pfalz
Geichlingen,Gemeinde,7232040,Rheinland-Pfalz
Geiersberg,Gemeindefreies Gebiet,9678452,Bayern
Geiersnest-Ost,Gemeindefreies Gebiet,9672455,Bayern
Geiersnest-West,Gemeindefreies Gebiet,9672456,Bayern
Geiersthal,Gemeinde,9276122,Bayern
Geilenkirchen,Stadt,5370012,Nordrhein-Westfalen
Geilnau,Gemeinde,7141045,Rheinland-Pfalz
Geisa,Stadt,16063032,Thüringen 
Geisberger Forst,Gemeindefreies Gebiet,9471454,Bayern
Geiselbach,Gemeinde,9671119,Bayern
Geiselberg,Gemeinde,7340012,Rheinland-Pfalz
Geiselhöring,Stadt,9278123,Bayern
Geiselwind,Gemeinde,9675127,Bayern
Geisenfeld,Stadt,9186122,Bayern
Geisenhain,Gemeinde,16074022,Thüringen 
Geisenhausen,Gemeinde,9274134,Bayern
Geisenheim,Stadt,6439004,Hessen
Geisfeld,Gemeinde,7235030,Rheinland-Pfalz
Geisig,Gemeinde,7141046,Rheinland-Pfalz
Geisingen,Stadt,8327018,Baden-Württemberg
Geisleden,Gemeinde,16061034,Thüringen 
Geislingen,Stadt,8417022,Baden-Württemberg
Geislingen an der Steige,Stadt,8117024,Baden-Württemberg
Geismar,Gemeinde,16061035,Thüringen 
Geithain,Stadt,14729150,Sachsen
Gelbensande,Gemeinde,13072032,Mecklenburg-Vorpommern
Gelchsheim,Gemeinde,9679135,Bayern
